personne_code	document_code	anchor	occurrence	role_code
henri_de_daillon	merveilles17_imp_ctb-perrault1670	pers414	Du Lude	participant
antoine_iv_de_gramont	merveilles17_imp_ctb-perrault1670	pers415	Lonvigny	participant
francois_iii_d_aubusson	merveilles17_imp_ctb-perrault1670	pers416	La Feüillade	participant
louisxiv	merveilles17_imp_ctb-perrault1670	pers417	LE ROY	participant
louis_marie_aumont_rochebaron	merveilles17_imp_ctb-perrault1670	pers418	Villequier	
henri_de_lorraine	merveilles17_imp_ctb-perrault1670	pers419	Armagnac	participant
jb_amador_vignerot_plessis	merveilles17_imp_ctb-perrault1670	pers420	Richelieu	
saint_aignan	merveilles17_imp_ctb-perrault1670	pers421	S. Aygnan	participant
jh_durfort	merveilles17_imp_ctb-perrault1670	pers422	Duras	
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers423	MONSIEVR	participant
nicolas_neufville_villeroy	merveilles17_imp_ctb-perrault1670	pers424	Villeroy	participant
cesar_choiseul_plessis	merveilles17_imp_ctb-perrault1670	pers425	Comte du Plessys	participant
bernardin_gigault_bellefonds	merveilles17_imp_ctb-perrault1670	pers426	Bellefons	participant
louis_de_rohan	merveilles17_imp_ctb-perrault1670	pers427	Rohan	participant
fm_lorraine	merveilles17_imp_ctb-perrault1670	pers428	Lislebonne	participant
francois_vii_de_la_rochefoucauld	merveilles17_imp_ctb-perrault1670	pers429	Marsillac	participant
jb_gaston_foix_candale	merveilles17_imp_ctb-perrault1670	pers430	Foix	participant
charles_fontaine_martel	merveilles17_imp_ctb-perrault1670	pers431	Clere	participant
vaillac	merveilles17_imp_ctb-perrault1670	pers432	Vaillac	participant
d_illiers	merveilles17_imp_ctb-perrault1670	pers433	Isliers	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers434	Mr LE PRINCE	participant
francois_beauvilliers	merveilles17_imp_ctb-perrault1670	pers435	Sery	participant
cm_de_belleforiere	merveilles17_imp_ctb-perrault1670	pers436	Soyecourt	participant
francois_bonne_crequi	merveilles17_imp_ctb-perrault1670	pers437	Sault	participant
gm_tour_d_auvergne	merveilles17_imp_ctb-perrault1670	pers438	Boüillon	participant
charmasel	merveilles17_imp_ctb-perrault1670	pers439	Charmasel	participant
gamache	merveilles17_imp_ctb-perrault1670	pers440	Gamache	participant
hippolyte_bethune	merveilles17_imp_ctb-perrault1670	pers441	Bethune	participant
antonin_nompar_caumont	merveilles17_imp_ctb-perrault1670	pers442	Peguilin	participant
armand_du_cambout	merveilles17_imp_ctb-perrault1670	pers443	Coaslin	participant
francois_beauvilliers	merveilles17_imp_ctb-perrault1670	pers444	Sery	participant
francois_henri_montmorency_luxembourg	merveilles17_imp_ctb-perrault1670	pers445	Luxembourg	
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers446	Mr LE DVC	participant
alphonse_crequy	merveilles17_imp_ctb-perrault1670	pers447	Canaple	participant
cesar_auguste_choiseul_plessis	merveilles17_imp_ctb-perrault1670	pers448	Cher du Plessys	participant
florimond_ier_brulart	merveilles17_imp_ctb-perrault1670	pers449	Ianlis	participant
guillaume_guitaut	merveilles17_imp_ctb-perrault1670	pers450	Guittau	participant
monpesat	merveilles17_imp_ctb-perrault1670	pers451	Monpesat	participant
philippe_julien_mancini	merveilles17_imp_ctb-perrault1670	pers452	Nevers	participant
frederic_charles_roye	merveilles17_imp_ctb-perrault1670	pers453	Roye	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers454	Mr le Duc	participant
louis_crevant	merveilles17_imp_ctb-perrault1670	pers455	Humiere	
maximilien_iv_pierre_bethune	merveilles17_imp_ctb-perrault1670	pers456	Süilly	participant
alexandre_halluyn	merveilles17_imp_ctb-perrault1670	pers457	Oüailly	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers458	Mr le D. de Guise	participant
alphonse_louis_lorraine	merveilles17_imp_ctb-perrault1670	pers459	Cher d’Harcourt	participant
henri_louis_aloigny	merveilles17_imp_ctb-perrault1670	pers460	Rochefort	participant
georges_ysore_hervault	merveilles17_imp_ctb-perrault1670	pers461	Plumartin	participant
la_chastre	merveilles17_imp_ctb-perrault1670	pers462	La Chastre	participant
charles_nicolas_crequi	merveilles17_imp_ctb-perrault1670	pers463	Ragny	participant
gaston_levis_loumagne	merveilles17_imp_ctb-perrault1670	pers464	Mirepoix	participant
louis_comminges_vervins	merveilles17_imp_ctb-perrault1670	pers465	Vervin	participant
francois_iii_harcourt	merveilles17_imp_ctb-perrault1670	pers466	Beuvron	participant
louis_harcourt	merveilles17_imp_ctb-perrault1670	pers467	Turry	participant
henri_albert_cosse_brissac	merveilles17_imp_ctb-perrault1670	pers468	Brissac	participant
antoine_iii_de_gramont	merveilles17_imp_ctb-perrault1670	pers469	ANE Duc de Gramont.	auteur
chauveau	merveilles17_imp_ctb-perrault1670	pers470	F. Chauveau	auteur
chauveau	merveilles17_imp_ctb-perrault1670	pers471	F. Chaveau	auteur
antoine_iii_de_gramont	merveilles17_imp_ctb-perrault1670	pers472	Mareschal de Camp general	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers473	Duc de Guise	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers474	le Duc de Guise	participant
louisxiv	merveilles17_imp_ctb-perrault1670	pers475	Sa Majesté	participant
bernardin_gigault_bellefonds	merveilles17_imp_ctb-perrault1670	pers476	Marquis de Bellefons	participant
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers477	Monsieur	participant
marie_therese	merveilles17_imp_ctb-perrault1670	pers478	la Reyne	spectateur
louisxiv	merveilles17_imp_ctb-perrault1670	pers479	plus accomply Monarque de la Terre	
chauveau	merveilles17_imp_ctb-perrault1670	pers480	F. Chauveau	auteur
chauveau	merveilles17_imp_ctb-perrault1670	pers481	F. C.	auteur
louisxiv	merveilles17_imp_ctb-perrault1670	pers482	LE Roy	
louisxiv	merveilles17_imp_ctb-perrault1670	pers483	Sa Majesté	participant
marie_therese	merveilles17_imp_ctb-perrault1670	pers484	les Reynes	spectateur
anne_d_autriche	merveilles17_imp_ctb-perrault1670	pers485	les Reynes	spectateur
louisxiv	merveilles17_imp_ctb-perrault1670	pers486	Le Roy	participant
francois_bonne_crequi	merveilles17_imp_ctb-perrault1670	pers487	Le Comte de Sault	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers488	Prince de Condé	participant
anne_d_autriche	merveilles17_imp_ctb-perrault1670	pers489	la Reyne Mere	spectateur
sebastien_mabre_cramoisy	merveilles17_imp_ctb-perrault1670	pers490	SEBASTIEN MABRE-CRAMOISY	imprimeur
chauveau	merveilles17_imp_ctb-perrault1670	pers491	F. Chauveau	auteur
louisxiv	merveilles17_imp_ctb-perrault1670	pers492	LVDOVICI XIV	
chauveau	merveilles17_imp_ctb-perrault1670	pers493	F. C. fe.	auteur
louisxiv	merveilles17_imp_ctb-perrault1670	pers494	LODOICE	destinataire
louisxiv	merveilles17_imp_ctb-perrault1670	pers495	LODOICE	destinataire
louisxiv	merveilles17_imp_ctb-perrault1670	pers496	LODOICE	
louisxiv	merveilles17_imp_ctb-perrault1670	pers497	LODOICVS	
bernardin_gigault_bellefonds	merveilles17_imp_ctb-perrault1670	pers498	Bellefons	
louisxiv	merveilles17_imp_ctb-perrault1670	pers499	LODOICVS	
francois_bonne_crequi	merveilles17_imp_ctb-perrault1670	pers500	Comte de Sault	
andre_felibien	merveilles17_imp_dv-felibien1676	author1	Félibien André (1619-1695)	auteur
chauveau	merveilles17_imp_dv-felibien1676	author2	Chauveau François (1613-1676)	auteur
lepautre	merveilles17_imp_dv-felibien1676	author3	Lepautre Jean (1618-1682)	auteur
leclerc_sebastien	merveilles17_imp_dv-felibien1676	author4	Leclerc Sébastien (1637-1714)	auteur
sebastien_mabre_cramoisy	merveilles17_imp_dv-felibien1676	editor1	Imprimerie royale	imprimeur
sebastien_mabre_cramoisy	merveilles17_imp_dv-felibien1676	editor2	Sébastien Mabre-Cramoisy	imprimeur
chauveau	merveilles17_imp_dv-felibien1676	pers1	F. Chauueau	auteur
louisxiv	merveilles17_imp_dv-felibien1676	pers2	LE ROY	commanditaire
louisxiv	merveilles17_imp_dv-felibien1676	pers3	Sa MAJESTÉ	commanditaire
louisxiv	merveilles17_imp_dv-felibien1676	pers4	le Roy	commanditaire
louisxiv	merveilles17_imp_dv-felibien1676	pers5	Le ROY	convive
louisxiv	merveilles17_imp_dv-felibien1676	pers6	le ROY	
louisxiv	merveilles17_imp_dv-felibien1676	pers7	Le ROY	spectateur
philippe_quinault	merveilles17_imp_dv-felibien1676	pers8	sieur Quinaut	auteur
lully	merveilles17_imp_dv-felibien1676	pers9	sieur de Lully	musicien
louisxiv	merveilles17_imp_dv-felibien1676	pers10	leurs Majestez	convive
marie_therese	merveilles17_imp_dv-felibien1676	pers11	leurs Majestez	convive
louisxiv	merveilles17_imp_dv-felibien1676	pers12	le ROY	commanditaire
louisxiv	merveilles17_imp_dv-felibien1676	pers13	Le ROY	spectateur
louisxiv	merveilles17_imp_dv-felibien1676	pers14	Sa MAJESTÉ	
louisxiv	merveilles17_imp_dv-felibien1676	pers15	le ROY	
leclerc_sebastien	merveilles17_imp_dv-felibien1676	pers16	Le Clerc	auteur
louisxiv	merveilles17_imp_dv-felibien1676	pers17	le ROY	
louisxiv	merveilles17_imp_dv-felibien1676	pers18	Sa MAJESTÉ	
louisxiv	merveilles17_imp_dv-felibien1676	pers19	le ROY	
moliere	merveilles17_imp_dv-felibien1676	pers20	sieur Moliére	auteur
louisxiv	merveilles17_imp_dv-felibien1676	pers21	leurs MAJESTEZ	spectateur
marie_therese	merveilles17_imp_dv-felibien1676	pers22	leurs MAJESTEZ	spectateur
moliere	merveilles17_imp_dv-felibien1676	pers23	son Autheur	auteur
louisxiv	merveilles17_imp_dv-felibien1676	pers24	le ROY	commanditaire
louisxiv	merveilles17_imp_dv-felibien1676	pers25	leurs MAJESTEZ	convive
marie_therese	merveilles17_imp_dv-felibien1676	pers26	leurs MAJESTEZ	convive
louisxiv	merveilles17_imp_dv-felibien1676	pers27	leurs MAJESTEZ	
marie_therese	merveilles17_imp_dv-felibien1676	pers28	leurs MAJESTEZ	
lully	merveilles17_imp_dv-felibien1676	pers29	sieur de Lully	auteur
louisxiv	merveilles17_imp_dv-felibien1676	pers30	leurs MAJESTEZ	
marie_therese	merveilles17_imp_dv-felibien1676	pers31	leurs MAJESTEZ	
louisxiv	merveilles17_imp_dv-felibien1676	pers32	leurs MAJESTEZ	spectateur
marie_therese	merveilles17_imp_dv-felibien1676	pers33	leurs MAJESTEZ	spectateur
vigarani	merveilles17_imp_dv-felibien1676	pers34	Le sieur Vigarani	organisation
louisxiv	merveilles17_imp_dv-felibien1676	pers35	leurs MAJESTEZ	convive
marie_therese	merveilles17_imp_dv-felibien1676	pers36	leurs MAJESTEZ	convive
louisxiv	merveilles17_imp_dv-felibien1676	pers37	le ROY	organisation
louisxiv	merveilles17_imp_dv-felibien1676	pers38	le ROY	
leclerc_sebastien	merveilles17_imp_dv-felibien1676	pers39	le Clerc	auteur
louisxiv	merveilles17_imp_dv-felibien1676	pers40	leurs MAJESTEZ	
marie_therese	merveilles17_imp_dv-felibien1676	pers41	leurs MAJESTEZ	
louisxiv	merveilles17_imp_dv-felibien1676	pers42	ROY	convive
louisxiv	merveilles17_imp_dv-felibien1676	pers43	leurs MAJESTEZ	convive
marie_therese	merveilles17_imp_dv-felibien1676	pers44	leurs MAJESTEZ	convive
louisxiv	merveilles17_imp_dv-felibien1676	pers45	le ROY	
racine	merveilles17_imp_dv-felibien1676	pers46	sieur Racine	auteur
racine	merveilles17_imp_dv-felibien1676	pers47	cét Autheur	auteur
louisxiv	merveilles17_imp_dv-felibien1676	pers48	leurs MAJESTEZ	
marie_therese	merveilles17_imp_dv-felibien1676	pers49	leurs MAJESTEZ	
louisxiv	merveilles17_imp_dv-felibien1676	pers50	le ROY	
louisxiv	merveilles17_imp_dv-felibien1676	pers51	ROY	
louisxiv	merveilles17_imp_dv-felibien1676	pers52	SA MAJESTÉ	
louisxiv	merveilles17_imp_dv-felibien1676	pers53	le ROY	spectateur
charles_le_brun	merveilles17_imp_dv-felibien1676	pers54	le sieur le Brun	organisation
leclerc_sebastien	merveilles17_imp_dv-felibien1676	pers55	Le Clerc	auteur
vigarani	merveilles17_imp_dv-felibien1676	pers56	le sieur Vigarani	organisation
louisxiv	merveilles17_imp_dv-felibien1676	pers57	le ROY	commanditaire
louisxiv	merveilles17_imp_dv-felibien1676	pers58	Sa MAJESTÉ	
louisxiv	merveilles17_imp_dv-felibien1676	pers59	Leurs MAJESTEZ	spectateur
marie_therese	merveilles17_imp_dv-felibien1676	pers60	Leurs MAJESTEZ	spectateur
louisxiv	merveilles17_imp_dv-felibien1676	pers61	le ROY	destinataire
louisxiv	merveilles17_imp_dv-felibien1676	pers62	leurs MAJESTEZ	spectateur
marie_therese	merveilles17_imp_dv-felibien1676	pers63	leurs MAJESTEZ	spectateur
louisxiv	merveilles17_imp_dv-felibien1676	pers64	ROY	
louisxiv	merveilles17_imp_dv-felibien1676	pers65	leurs MAJESTEZ	spectateur
marie_therese	merveilles17_imp_dv-felibien1676	pers66	leurs MAJESTEZ	spectateur
louisxiv	merveilles17_imp_dv-felibien1676	pers67	le ROY	
louisxiv	merveilles17_imp_dv-felibien1676	pers68	SA MAJESTÉ	
louisxiv	merveilles17_imp_dv-felibien1676	pers69	le ROY	
louisxiv	merveilles17_imp_dv-felibien1676	pers70	Sa MAJESTÉ	
andre_felibien	merveilles17_imp_dv-felibien1676	pers71	FELIBIEN	auteur
sebastien_mabre_cramoisy	merveilles17_imp_dv-felibien1676	pers72	SEBASTIEN MABRE-CRAMOISY	imprimeur
renaudot	merveilles17_imp_gazette16640216	author	Renaudot, Théophraste (1586-1653).	auteur
louisxiv	merveilles17_imp_gazette16640216	pers1	Roy	danseur
anne_d_autriche	merveilles17_imp_gazette16640216	pers2	Reyne Mére	
henriette_anne_angleterre	merveilles17_imp_gazette16640216	pers3	Madame	
hj_bourbon_conde	merveilles17_imp_gazette16640216	pers4	le Prince	
maille_breze_conde	merveilles17_imp_gazette16640216	pers5	la Princesse de Condé	
anne_baviere_conde	merveilles17_imp_gazette16640216	pers6	la Duchesse d’Engüyen	
louisxiv	merveilles17_imp_gazette16640216	pers7	Roy	
saint_aignan	merveilles17_imp_gazette16640216	pers8	Duc de Saint Agnan	acteur
olympe_mancini_soissons	merveilles17_imp_gazette16640216	pers9	Comtesse de Soissons	
marie_therese	merveilles17_imp_gazette16640216	pers10	Reyne	acteur
hj_bourbon_conde	merveilles17_imp_gazette16640216	pers11	Duc d’Enguyen	participant
maximilien_iv_pierre_sully	merveilles17_imp_gazette16640216	pers12	Duc de Sully	participant
louis_marie_aumont_rochebaron	merveilles17_imp_gazette16640216	pers13	Marquis de Villequier	participant
magny	merveilles17_imp_gazette16640216	pers14	de Villeroy	participant
henri_de_lorraine	merveilles17_imp_gazette16640216	pers15	Comte d’Armagnac	acteur
henri_de_daillon	merveilles17_imp_gazette16640216	pers16	Comte du Lude	participant
cm_de_belleforiere	merveilles17_imp_gazette16640216	pers17	Marquis de Saucourt	participant
florimond_ier_brulart	merveilles17_imp_gazette16640216	pers18	de Genlis	participant
louisxiv	merveilles17_imp_gazette16640216	pers19	Roy	
philippe_orleans	merveilles17_imp_gazette16640216	pers20	Monsieur	
henri_ii_de_guise	merveilles17_imp_gazette16640216	pers21	Duc de Guyse	acteur
renaudot	merveilles17_imp_gazette16640510	author	Renaudot, Théophraste (1586-1653).	auteur
louisxiv	merveilles17_imp_gazette16640510	pers1	Leurs Majestez	spectateur
marie_therese	merveilles17_imp_gazette16640510	pers2	Leurs Majestez	spectateur
anne_d_autriche	merveilles17_imp_gazette16640510	pers3	Leurs Majestez	spectateur
louisxiv	merveilles17_imp_gazette16640510	pers4	le Roy	
jf_de_labaume	merveilles17_imp_gazette16640510	pers5	Marquis de la Valliére	participant
anne_d_autriche	merveilles17_imp_gazette16640510	pers6	la Reyne Mére	
louisxiv	merveilles17_imp_gazette16640510	pers7	Leurs Majestez	convive
marie_therese	merveilles17_imp_gazette16640510	pers8	Leurs Majestez	convive
anne_d_autriche	merveilles17_imp_gazette16640510	pers9	Leurs Majestez	convive
renaudot	merveilles17_imp_gazette16640528	author	Renaudot, Théophraste (1586-1653).	auteur
louisxiv	merveilles17_imp_gazette16640528	pers1	Grand Monarque	
saint_aignan	merveilles17_imp_gazette16640528	pers2	Duc de S. Agnan	auteur
marie_therese	merveilles17_imp_gazette16640528	pers3	la Reyne	destinataire
saint_aignan	merveilles17_imp_gazette16640528	pers4	Duc de Saint Agnan	auteur
marie_therese	merveilles17_imp_gazette16640528	pers5	les Reynes	spectateur
anne_d_autriche	merveilles17_imp_gazette16640528	pers6	les Reynes	spectateur
marie_therese	merveilles17_imp_gazette16640528	pers7	Leurs Majestez	spectateur
anne_d_autriche	merveilles17_imp_gazette16640528	pers8	Leurs Majestez	spectateur
louisxiv	merveilles17_imp_gazette16640528	pers9	Leurs Majestez	spectateur
louisxiv	merveilles17_imp_gazette16640528	pers10	le Roy	participant
louisxiv	merveilles17_imp_gazette16640528	pers11	Sa Majesté	participant
saint_aignan	merveilles17_imp_gazette16640528	pers12	Duc de S. Agnan	acteur
louisxiv	merveilles17_imp_gazette16640528	pers13	vn Roy	acteur
louisxiv	merveilles17_imp_gazette16640528	pers14	Sa Majesté	acteur
anne_de_noailles	merveilles17_imp_gazette16640528	pers15	Duc de Noailles	acteur
henri_ii_de_guise	merveilles17_imp_gazette16640528	pers16	Duc de Guyse	acteur
henri_de_lorraine	merveilles17_imp_gazette16640528	pers17	Comte d’ Armagnac	acteur
jb_gaston_foix_candale	merveilles17_imp_gazette16640528	pers18	Ducs de Foix	acteur
armand_du_cambout	merveilles17_imp_gazette16640528	pers19	de Coaslin	acteur
henri_de_daillon	merveilles17_imp_gazette16640528	pers20	Comte de Lude	acteur
francois_vii_de_la_rochefoucauld	merveilles17_imp_gazette16640528	pers21	Prince de Marillac	acteur
antoine_d_aumont	merveilles17_imp_gazette16640528	pers22	Marquis de Villequier	acteur
cm_de_belleforiere	merveilles17_imp_gazette16640528	pers23	Marquis de Soyecourt	acteur
louis_crevant	merveilles17_imp_gazette16640528	pers24	Marquis d’Humiéres	acteur
jf_de_labaume	merveilles17_imp_gazette16640528	pers25	Marquis de la Valliére	acteur
hj_bourbon_conde	merveilles17_imp_gazette16640528	pers26	Duc d’Enguyen	acteur
marie_therese	merveilles17_imp_gazette16640528	pers27	les Reynes	spectateur
anne_d_autriche	merveilles17_imp_gazette16640528	pers28	les Reynes	spectateur
marie_therese	merveilles17_imp_gazette16640528	pers29	la Reyne	destinataire
louisxiv	merveilles17_imp_gazette16640528	pers30	Roy 	destinataire
louisxiv	merveilles17_imp_gazette16640528	pers31	Roy	acteur
saint_aignan	merveilles17_imp_gazette16640528	pers32	Ducs de S. Agnan	
anne_de_noailles	merveilles17_imp_gazette16640528	pers33	de Noailles	
jf_de_labaume	merveilles17_imp_gazette16640528	pers34	Marquis de la Valliere	participant
louisxiv	merveilles17_imp_gazette16640528	pers35	Leurs Majestez	spectateur
marie_therese	merveilles17_imp_gazette16640528	pers36	Leurs Majestez	spectateur
anne_d_autriche	merveilles17_imp_gazette16640528	pers37	Leurs Majestez	spectateur
marie_therese	merveilles17_imp_gazette16640528	pers38	la Reyne	destinataire
louisxiv	merveilles17_imp_gazette16640528	pers39	Leurs Majestez	spectateur
marie_therese	merveilles17_imp_gazette16640528	pers40	Leurs Majestez	spectateur
anne_d_autriche	merveilles17_imp_gazette16640528	pers41	Leurs Majestez	spectateur
louisxiv	merveilles17_imp_gazette16640528	pers42	Leurs Majestez	spectateur
marie_therese	merveilles17_imp_gazette16640528	pers43	Leurs Majestez	spectateur
anne_d_autriche	merveilles17_imp_gazette16640528	pers44	Leurs Majestez	spectateur
louisxiv	merveilles17_imp_gazette16640528	pers45	Leurs Majestez	convive
marie_therese	merveilles17_imp_gazette16640528	pers46	Leurs Majestez	convive
anne_d_autriche	merveilles17_imp_gazette16640528	pers47	Leurs Majestez	convive
philippe_orleans	merveilles17_imp_gazette16640528	pers48	Monsieur	convive
henriette_anne_angleterre	merveilles17_imp_gazette16640528	pers49	Madame	convive
lully	merveilles17_imp_gazette16640528	pers50	Sieur Baptiste	musicien
louisxiv	merveilles17_imp_gazette16640528	pers51	Le Roy	spectateur
marie_therese	merveilles17_imp_gazette16640528	pers52	les Reynes	spectateur
anne_d_autriche	merveilles17_imp_gazette16640528	pers53	les Reynes	spectateur
louisxiv	merveilles17_imp_gazette16640528	pers54	Leurs Majestez	spectateur
marie_therese	merveilles17_imp_gazette16640528	pers55	Leurs Majestez	spectateur
anne_d_autriche	merveilles17_imp_gazette16640528	pers56	Leurs Majestez	spectateur
louisxiv	merveilles17_imp_gazette16640528	pers57	Leurs Majestez	spectateur
marie_therese	merveilles17_imp_gazette16640528	pers58	Leurs Majestez	spectateur
